# | | C A | | U x _ i n | | U y _ i n | | U z _ i n | | U x _ e x | | U y _ e x | | U z _ e x
0.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
1.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
2.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
3.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
4.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
5.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
6.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
7.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
8.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
9.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
10.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
11.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
12.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
13.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
14.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
15.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
16.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
17.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
18.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
19.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
20.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
21.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
22.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
23.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
24.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
25.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
26.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
27.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
28.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
29.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
30.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
31.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
32.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
33.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
34.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
35.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
36.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
37.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
38.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
39.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
40.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
41.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
42.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
43.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
44.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
45.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
46.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
47.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
48.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
49.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
50.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
51.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
52.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
53.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
54.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
55.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
56.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
57.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
58.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
59.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
60.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
61.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
62.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
63.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
64.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
65.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
66.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
67.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
68.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
69.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
70.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
71.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
72.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
73.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
74.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
75.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
76.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
77.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
78.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
79.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
80.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
81.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
82.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
83.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
84.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
85.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
86.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
87.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
88.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
89.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
90.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
91.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
92.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
93.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
94.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
95.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
96.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
97.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
98.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
99.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
100.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
101.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
102.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
103.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
104.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
105.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
106.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
107.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
108.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
109.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
110.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
111.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
112.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
113.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
114.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
115.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
116.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
117.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
118.5 -0.0 -0.0 0.0 0.009508910889165742 -0.020391925208324627 0.0
119.5 -0.0 -0.0 0.0 0.009508910889165742 -0.020391925208324627 0.0
120.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
121.5 -0.0 -0.0 0.0 0.0 -0.0 0.0
122.5 -0.0 -0.0 0.0 0.019017821778331483 -0.04078385041664925 0.0
123.5 -0.0 -0.0 0.0 0.019017821778331476 -0.040783850416649246 0.0
124.5 -0.0 -0.0 0.0 0.009508910889165749 -0.02039192520832464 0.0
125.5 -0.0 -0.0 0.0 0.009508910889165735 -0.020391925208324616 0.0
126.5 -0.0 -0.0 0.0 0.019017821778331487 -0.04078385041664925 0.0
127.5 -0.0 -0.0 0.0 0.01901782177833147 -0.04078385041664923 0.0
128.5 -0.0 -0.0 0.0 0.028526732667497223 -0.061175775624973866 0.0
129.5 -0.0 -0.0 0.0 0.028526732667497223 -0.061175775624973866 0.0
130.5 -0.0 -0.0 0.0 0.04754455444582872 -0.10195962604162316 0.0
131.5 -0.0 -0.0 0.0 0.04754455444582872 -0.10195962604162316 0.0
132.5 -0.0 -0.0 0.0 0.04754455444582869 -0.10195962604162309 0.0
133.5 -0.0 -0.0 0.0 0.04754455444582869 -0.10195962604162309 0.0
134.5 -0.0 -0.0 0.0 0.07607128711332595 -0.163135401666597 0.0
135.5 -0.0 -0.0 0.0 0.07607128711332595 -0.163135401666597 0.0
